global_campaign_id,platform,campaign_id,adset_id,ad_id,date,campaign_objective,campaign_status,start_date,end_date,budget_type,daily_budget,lifetime_budget,spend,impressions,clicks,conversions,conversion_value,CTR,CPC,CPM,device,location,ad_format,primary_text,reach,frequency,link_clicks,likes,comments,shares,post_engagement,video_views,add_to_cart,purchases,age,gender,network,keyword,match_type,search_term,quality_score
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-22,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,191.2,2739.0,168.0,9.0,807.24,0.06132,1.134,69.81,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-23,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,216.68,2939.0,196.0,,957.64,0.06667,1.103,73.73,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-24,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,193.76,2986.0,180.0,9.0,755.22,0.06027,1.072,64.89,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-25,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,246.58,3544.0,221.0,11.0,1064.88,0.06235,1.112,69.58,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,8
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-26,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,262.61,3796.0,245.0,13.0,1044.09,0.06453,1.068,69.18,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-27,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,234.07,3408.0,210.0,11.0,879.9,0.06162,1.112,68.68,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,9
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-28,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,208.03,3352.0,195.0,10.0,860.65,0.05816,1.061,62.06,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-02-29,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,224.36,3423.0,211.0,10.0,954.4,0.06164,1.06,65.54,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,7
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-01,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,271.88,4372.0,198.0,6.0,392.3,0.04529,1.367,62.19,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,5
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-02,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,298.04,4038.0,214.0,7.0,523.41,0.05299,1.386,73.81,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,5
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-03,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,302.37,4432.0,216.0,7.0,524.86,0.04873,1.395,68.22,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,6
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-04,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,282.55,3946.0,197.0,,416.93,0.04992,1.432,71.6,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,5
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-05,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,303.83,4802.0,238.0,7.0,462.91,0.04955,,63.27,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,6
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-06,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,250.66,3838.0,192.0,7.0,552.14,0.05002,1.304,65.31,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,5
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-07,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,284.53,4665.0,220.0,7.0,499.15,0.04715,1.288,60.99,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,6
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-08,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,240.27,3481.0,176.0,6.0,386.76,0.05056,1.363,69.02,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,4
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-09,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,305.29,4424.0,230.0,8.0,624.3,0.05198,1.327,69.01,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,4
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-10,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,249.9,3449.0,194.0,6.0,401.54,0.05624,1.286,72.46,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,5
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-11,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,269.74,4328.0,202.0,6.0,422.7,0.04667,1.333,62.32,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,6
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-12,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,253.56,3640.0,184.0,6.0,473.31,0.05055,1.374,69.66,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,5
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-13,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,289.91,3975.0,215.0,7.0,529.12,0.05408,1.343,72.93,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,4
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-14,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,233.21,3373.0,176.0,6.0,415.82,0.05217,1.32,69.14,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,5
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-15,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,232.26,3412.0,171.0,6.0,474.45,0.05011,1.353,68.07,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,5
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-16,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,256.52,3732.0,137.0,2.0,,0.03671,1.867,68.74,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,4
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-17,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,277.16,4440.0,160.0,3.0,151.29,0.03603,1.723,62.42,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,3
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-18,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,294.26,4299.0,154.0,2.0,105.45,0.03582,1.9,68.45,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,4
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-19,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,316.52,10626.0,177.0,1.0,50.86,0.01666,1.779,29.79,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,4
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-20,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,278.85,9278.0,154.0,1.0,54.3,0.0166,1.801,30.05,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,3
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-21,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,341.99,13585.0,202.0,1.0,50.72,0.01487,1.691,25.17,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,2
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-22,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,280.23,4936.0,154.0,2.0,105.04,0.0312,1.814,56.77,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,2
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-23,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,341.18,4942.0,188.0,3.0,155.9,0.03804,1.812,69.04,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,3
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-24,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,351.11,5313.0,208.0,4.0,170.02,0.03914,1.681,66.09,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,2
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-25,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,330.74,5170.0,184.0,3.0,135.59,0.03559,1.793,63.97,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,4
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-26,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,307.56,5000.0,167.0,2.0,100.14,0.0334,1.832,61.51,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,4
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-27,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,299.8,10159.0,169.0,1.0,49.33,0.01663,1.772,29.51,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,3
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-27,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,299.8,10159.0,169.0,1.0,49.33,0.01663,1.772,29.51,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,3
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-28,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,275.94,10082.0,167.0,1.0,49.06,0.01656,1.648,27.37,mobile,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,4
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-29,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,332.64,5307.0,174.0,3.0,132.38,0.03279,1.904,62.68,desktop,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,2
GCAMP_BAD_001,google,GOOG_BAD_001,ADGROUP_BAD_001,GAD_BAD_001,2024-03-30,conversion,ACTIVE,2024-01-01,2024-04-30,daily,240,21600,328.83,4783.0,179.0,3.0,143.78,0.03742,1.837,68.75,tablet,Morocco | Casablanca,responsive_search,Campaign test with realistic degradation and anomalies.,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform,search,best_marketing_solution,phrase,best marketing solution,4
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-01,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,200.89,9345.0,266.0,11.0,883.37,0.02846,0.753,21.5,mobile,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,4080,2.29,226,65,2,3,70,3227,13,7,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-02,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,231.61,10032.0,302.0,10.0,912.25,0.0301,0.766,23.09,tablet,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,6556,1.53,256,100,5,5,110,3658,13,,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-03,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,187.36,8414.0,252.0,10.0,858.25,0.02995,0.741,22.27,desktop,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,5463,1.54,214,42,2,1,45,2252,12,5,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-04,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,218.17,10695.0,305.0,12.0,952.38,0.02852,0.715,20.4,mobile,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,4928,2.17,259,113,8,5,126,3817,15,8,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-05,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,219.72,11311.0,308.0,12.0,1050.63,0.02723,0.712,19.43,desktop,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,5800,1.95,261,94,5,5,104,3009,16,9,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-06,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,204.61,9603.0,291.0,12.0,1103.99,0.0303,0.701,21.31,tablet,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,4211,2.28,,64,6,3,73,3523,17,10,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-07,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,194.68,8332.0,259.0,10.0,934.38,0.03108,0.75,23.37,mobile,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,3575,2.33,220,41,2,2,45,2624,14,7,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-08,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,,9810.0,315.0,13.0,989.58,0.03211,0.694,22.32,mobile,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,4808,2.04,267,41,,2,45,4194,18,8,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-09,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,182.59,9297.0,263.0,9.0,791.13,0.02829,0.693,19.64,tablet,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,5312,1.75,223,51,4,1,56,2987,12,5,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-10,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,214.91,9975.0,322.0,13.0,1090.34,0.03228,0.666,21.54,tablet,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,4795,2.08,273,65,4,3,72,2647,24,8,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-11,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,170.56,7491.0,242.0,9.0,735.36,0.0323,0.702,22.77,tablet,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,4771,1.57,205,,6,1,77,2092,17,4,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-12,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,190.1,8731.0,270.0,11.0,986.35,,0.703,21.77,mobile,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,3915,2.23,229,38,1,2,41,3672,16,6,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-13,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,257.6,11426.0,367.0,15.0,1084.8,0.03212,0.702,22.55,tablet,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,4841,2.36,311,94,6,4,104,3741,18,10,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-14,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,187.01,8550.0,252.0,9.0,673.44,0.02947,0.74,21.87,mobile,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,4071,2.1,214,42,3,,46,3196,13,7,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-15,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,,9755.0,315.0,12.0,928.2,0.03229,0.706,22.79,desktop,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,6253,1.56,267,40,3,1,44,3098,15,10,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-16,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,205.41,8533.0,274.0,10.0,864.04,0.03211,0.749,24.07,tablet,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,3631,2.35,232,39,3,1,43,3029,12,7,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
GCAMP_BAD_001,meta,META_BAD_001,ADSET_BAD_001,AD_META_BAD_001,2024-01-17,conversion,ACTIVE,2024-01-01,2024-04-30,daily,220,19800,207.36,9478.0,293.0,11.0,953.77,0.03091,0.707,21.88,tablet,Morocco | Casablanca,video,Campaign test with realistic degradation and anomalies.,5447,1.74,249,69,3,2,74,3808,18,8,25-34,all,NA_platform,NA_platform,NA_platform,NA_platform,NA_platform
